PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Deck
840,1,1,1,29.69911764705882,0,0,29.7,68.0,0.0,5.0
841,0,3,1,20.0,0,0,7.925,47.0,2.0,5.0
842,0,2,1,16.0,0,0,10.5,47.0,2.0,5.0
843,1,1,0,30.0,0,0,31.0,47.0,0.0,5.0
844,0,3,1,34.5,0,0,6.4375,47.0,0.0,5.0
845,0,3,1,17.0,0,0,8.6625,47.0,2.0,5.0
846,0,3,1,42.0,0,0,7.55,47.0,2.0,5.0
847,0,3,1,29.69911764705882,8,2,69.55,47.0,2.0,5.0
848,0,3,1,35.0,0,0,7.8958,47.0,0.0,5.0
849,0,2,1,28.0,0,1,33.0,47.0,2.0,5.0
850,1,1,0,29.69911764705882,1,0,89.1042,86.0,0.0,5.0
851,0,3,1,4.0,4,2,31.275,47.0,2.0,5.0
852,0,3,1,74.0,0,0,7.775,47.0,2.0,5.0
853,0,3,0,9.0,1,1,15.2458,47.0,0.0,5.0
854,1,1,0,16.0,0,1,39.4,99.0,2.0,8.0
855,0,2,0,44.0,1,0,26.0,47.0,2.0,5.0
856,1,3,0,18.0,0,1,9.35,47.0,2.0,5.0
857,1,1,0,45.0,1,1,164.8667,47.0,2.0,5.0
858,1,1,1,51.0,0,0,26.55,119.0,2.0,10.0
859,1,3,0,24.0,0,3,19.2583,47.0,0.0,5.0
860,0,3,1,29.69911764705882,0,0,7.2292,47.0,0.0,5.0
861,0,3,1,41.0,2,0,14.1083,47.0,2.0,5.0
862,0,2,1,21.0,1,0,11.5,47.0,2.0,5.0
863,1,1,0,48.0,0,0,25.9292,94.0,2.0,8.0
864,0,3,0,29.69911764705882,8,2,69.55,47.0,2.0,5.0
865,0,2,1,24.0,0,0,13.0,47.0,2.0,5.0
866,1,2,0,42.0,0,0,13.0,47.0,2.0,5.0
867,1,2,0,27.0,1,0,13.8583,47.0,0.0,5.0
868,0,1,1,31.0,0,0,50.4958,6.0,2.0,0.0
869,0,3,1,29.69911764705882,0,0,9.5,47.0,2.0,5.0
870,1,3,1,4.0,1,1,11.1333,47.0,2.0,5.0
871,0,3,1,26.0,0,0,7.8958,47.0,2.0,5.0
872,1,1,0,47.0,1,1,52.5542,102.0,2.0,8.0
873,0,1,1,33.0,0,0,5.0,34.0,2.0,3.0
874,0,3,1,47.0,0,0,9.0,47.0,2.0,5.0
875,1,2,0,28.0,1,0,24.0,47.0,0.0,5.0
876,1,3,0,15.0,0,0,7.225,47.0,0.0,5.0
877,0,3,1,20.0,0,0,9.8458,47.0,2.0,5.0
878,0,3,1,19.0,0,0,7.8958,47.0,2.0,5.0
879,0,3,1,29.69911764705882,0,0,7.8958,47.0,2.0,5.0
880,1,1,0,56.0,0,1,83.1583,70.0,0.0,5.0
881,1,2,0,25.0,0,1,26.0,47.0,2.0,5.0
882,0,3,1,33.0,0,0,7.8958,47.0,2.0,5.0
883,0,3,0,22.0,0,0,10.5167,47.0,2.0,5.0
884,0,2,1,28.0,0,0,10.5,47.0,2.0,5.0
885,0,3,1,25.0,0,0,7.05,47.0,2.0,5.0
886,0,3,0,39.0,0,5,29.125,47.0,1.0,5.0
887,0,2,1,27.0,0,0,13.0,47.0,2.0,5.0
888,1,1,0,19.0,0,0,30.0,30.0,2.0,1.0
889,0,3,0,29.69911764705882,1,2,23.45,47.0,2.0,5.0
890,1,1,1,26.0,0,0,30.0,60.0,0.0,5.0
891,0,3,1,32.0,0,0,7.75,47.0,1.0,5.0
